X,Y,Z,X,Y,Z,X,Y,Z
2.1798, -15.1979, -1648728.0000,-10.5132, -2201.1770, 18.2093,-2427.6760, -1670.3110, -4565.7930
2.2899, -13.1937, -1648691.0000,-9.4715, -2208.2680, 16.4051,-2433.3120, -1671.6240, -4576.3930
2.1795, -15.1983, -1648643.0000,-8.5822, -2215.7340, 14.8647,-2439.9650, -1673.2260, -4588.9060
3.2365, -14.2515, -1648576.0000,-7.5233, -2222.9700, 13.0307,-2447.5770, -1674.5330, -4603.2220
1.2318, -14.1415, -1648488.0000,-6.5620, -2230.1060, 11.3657,-2456.1130, -1676.5180, -4619.2750
1.2314, -14.1418, -1648387.0000,-5.6698, -2237.0760, 9.8203,-2466.2390, -1678.1750, -4638.3190
1.2308, -14.1423, -1648256.0000,-4.7191, -2243.8280, 8.1737,-2476.5200, -1680.2860, -4657.6560
1.2302, -14.1428, -1648103.0000,-3.8435, -2250.1780, 6.6571,-2487.9770, -1682.6860, -4679.2030
2.1764, -15.2011, -1647924.0000,-2.9628, -2256.1320, 5.1317,-2500.1430, -1685.0250, -4702.0850
3.2333, -14.2550, -1647713.0000,-2.2775, -2261.7700, 3.9446,-2512.9090, -1688.0070, -4726.0930
2.2855, -13.1980, -1647473.0000,-1.4079, -2266.8930, 2.4385,-2526.2600, -1691.0710, -4751.2030
1.2264, -14.1459, -1647199.0000,-0.8377, -2271.5530, 1.4509,-2540.3930, -1694.1010, -4777.7830
2.1720, -15.2052, -1646891.0000,-0.1747, -2275.6820, 0.3026,-2554.4320, -1698.1040, -4804.1870
2.2821, -13.2014, -1646545.0000,0.4603, -2279.8570, -0.7974,-2569.1520, -1702.0310, -4831.8720
2.1688, -15.2081, -1646162.0000,1.0527, -2283.3280, -1.8234,-2584.1230, -1705.8950, -4860.0270
2.2791, -13.2043, -1645738.0000,1.4834, -2286.0590, -2.5693,-2598.9410, -1710.9290, -4887.8960
3.2240, -14.2651, -1645269.0000,1.9525, -2288.7810, -3.3820,-2614.4750, -1715.4190, -4917.1120
2.1626, -15.2139, -1644760.0000,2.3580, -2291.3030, -4.0842,-2629.1290, -1720.9910, -4944.6710
1.2137, -14.1565, -1644203.0000,2.7971, -2293.7750, -4.8447,-2644.2070, -1726.4040, -4973.0300
2.1575, -15.2186, -1643600.0000,3.1629, -2295.4350, -5.4783,-2659.2440, -1732.3600, -5001.3110
2.2686, -13.2147, -1642945.0000,3.5574, -2297.2290, -6.1616,-2673.3940, -1738.6200, -5027.9200
1.2052, -14.1635, -1642242.0000,3.9538, -2299.1730, -6.8483,-2687.9640, -1744.9310, -5055.3240
2.2631, -13.2201, -1641484.0000,4.3612, -2300.7580, -7.5538,-2701.8090, -1752.1090, -5081.3610
2.2600, -13.2232, -1640674.0000,4.8572, -2302.5940, -8.4130,-2715.0260, -1758.9460, -5106.2200
3.2026, -14.2886, -1639807.0000,5.3290, -2304.6570, -9.2300,-2728.4170, -1765.9250, -5131.4060
1.1905, -14.1758, -1638883.0000,5.8335, -2306.4510, -10.1039,-2741.1590, -1773.4300, -5155.3710
1.1862, -14.1794, -1637902.0000,6.4048, -2308.8020, -11.0935,-2753.3820, -1781.1990, -5178.3570
3.1909, -14.3016, -1636855.0000,7.0613, -2310.8680, -12.2307,-2765.2140, -1788.4440, -5200.6100
2.2411, -13.2421, -1635752.0000,7.8106, -2313.2980, -13.5283,-2777.0600, -1796.0040, -5222.8890
3.1819, -14.3116, -1634590.0000,8.5291, -2315.7090, -14.7728,-2788.1710, -1803.2390, -5243.7850
3.1770, -14.3170, -1633373.0000,9.4276, -2318.2210, -16.3291,-2798.8620, -1810.4020, -5263.8920
2.1055, -15.2676, -1632103.0000,10.2414, -2320.9660, -17.7387,-2809.2540, -1817.1250, -5283.4370
3.1667, -14.3286, -1630785.0000,11.2798, -2323.4990, -19.5372,-2819.3340, -1823.2550, -5302.3950
1.1487, -14.2114, -1629418.0000,12.2976, -2326.1950, -21.3000,-2829.1760, -1829.0530, -5320.9030
2.2113, -13.2724, -1628010.0000,13.5048, -2329.0100, -23.3911,-2838.4510, -1833.8140, -5338.3500
1.1360, -14.2224, -1626557.0000,14.5536, -2331.7330, -25.2076,-2847.4200, -1837.8930, -5355.2180
2.0734, -15.2986, -1625064.0000,15.8741, -2334.1810, -27.4947,-2855.9460, -1841.3020, -5371.2520
1.1226, -14.2341, -1623539.0000,17.1337, -2336.8890, -29.6764,-2864.1710, -1843.3280, -5386.7190
1.1156, -14.2402, -1621975.0000,18.5260, -2339.2670, -32.0880,-2872.6200, -1844.1370, -5402.6110
2.0520, -15.3196, -1620389.0000,19.9706, -2341.5610, -34.5902,-2880.5080, -1843.8390, -5417.4460
2.1754, -13.3095, -1618766.0000,21.3873, -2343.5950, -37.0440,-2887.6880, -1842.5330, -5430.9500
3.1121, -14.3913, -1617117.0000,22.9694, -2345.4200, -39.7842,-2895.0190, -1839.7040, -5444.7370
1.0865, -14.2659, -1615445.0000,24.5420, -2347.1640, -42.5079,-2902.5570, -1835.1880, -5458.9150
2.1560, -13.3300, -1613752.0000,26.1640, -2348.6130, -45.3175,-2909.5480, -1828.9820, -5472.0630
2.1493, -13.3371, -1612039.0000,27.9745, -2349.8370, -48.4533,-2916.1490, -1822.1650, -5484.4770
2.0058, -15.3656, -1610311.0000,29.5217, -2350.9270, -51.1332,-2922.9150, -1813.2920, -5497.2020
1.9977, -15.3737, -1608566.0000,31.3626, -2351.7830, -54.3215,-2929.8870, -1802.9600, -5510.3150
1.9897, -15.3819, -1606809.0000,33.1807, -2352.1780, -57.4707,-2936.2860, -1791.3600, -5522.3490
1.9816, -15.3902, -1605041.0000,34.9955, -2352.7070, -60.6141,-2943.2190, -1777.9010, -5535.3890
2.1152, -13.3738, -1603264.0000,36.8506, -2352.9640, -63.8271,-2949.9420, -1763.4310, -5548.0340
1.9652, -15.4069, -1601480.0000,38.8174, -2352.8740, -67.2338,-2957.0410, -1747.4700, -5561.3830
2.1014, -13.3889, -1599693.0000,40.8050, -2352.9050, -70.6764,-2964.0780, -1730.3700, -5574.6200
3.0353, -14.4830, -1597904.0000,42.7981, -2352.9020, -74.1285,-2971.5930, -1712.0800, -5588.7520
2.0875, -13.4042, -1596115.0000,44.7793, -2352.4040, -77.5602,-2979.1180, -1692.7700, -5602.9040
1.9324, -15.4410, -1594328.0000,46.8126, -2352.3490, -81.0817,-2987.2710, -1672.4480, -5618.2400
3.0139, -14.5093, -1592543.0000,48.9263, -2351.9070, -84.7429,-2995.9690, -1651.2720, -5634.5980
0.9759, -14.3673, -1590766.0000,51.0194, -2351.8740, -88.3681,-3004.7320, -1629.3830, -5651.0780
0.9679, -14.3749, -1588996.0000,53.1681, -2351.5100, -92.0899,-3014.4570, -1607.0170, -5669.3670
2.0530, -13.4426, -1587238.0000,55.2411, -2351.3940, -95.6804,-3024.7720, -1584.0580, -5688.7670
2.9858, -14.5443, -1585488.0000,57.4394, -2351.4240, -99.4880,-3035.3140, -1561.0550, -5708.5930
1.8837, -15.4924, -1583752.0000,59.6118, -2351.3440, -103.2506,-3047.0260, -1537.4670, -5730.6210
1.8758, -15.5009, -1582027.0000,61.7479, -2351.3380, -106.9506,-3059.0280, -1514.7690, -5753.1930
0.9289, -14.4122, -1580318.0000,63.9457, -2351.7940, -110.7572,-3071.8710, -1491.7210, -5777.3470
0.9212, -14.4196, -1578621.0000,66.1229, -2352.0090, -114.5283,-3085.9610, -1468.8430, -5803.8480
0.9136, -14.4270, -1576934.0000,68.2624, -2352.3050, -118.2340,-3099.9430, -1447.2010, -5830.1440
0.9060, -14.4343, -1575258.0000,70.4426, -2352.8240, -122.0101,-3115.8650, -1425.4080, -5860.0880
1.8369, -15.5431, -1573600.0000,72.6671, -2353.2780, -125.8631,-3131.5370, -1405.4170, -5889.5630
0.8911, -14.4490, -1571951.0000,74.7152, -2353.7480, -129.4105,-3148.6120, -1386.1090, -5921.6750
1.9871, -13.5182, -1570318.0000,76.8123, -2354.2040, -133.0428,-3166.5220, -1367.8280, -5955.3600
2.9187, -14.6301, -1568699.0000,78.9181, -2354.5480, -136.6902,-3184.3640, -1351.5430, -5988.9150
1.9745, -13.5330, -1567090.0000,80.9013, -2354.8140, -140.1251,-3204.0550, -1335.8780, -6025.9500
0.8617, -14.4780, -1565492.0000,82.8857, -2355.0120, -143.5622,-3223.6950, -1322.5370, -6062.8880
0.8545, -14.4852, -1563914.0000,84.8060, -2354.7980, -146.8884,-3243.9550, -1311.1410, -6100.9910
0.8473, -14.4923, -1562344.0000,86.7992, -2354.4650, -150.3406,-3264.9250, -1301.2970, -6140.4290
