0,-3.70E-02
0.001,-3.70E-02
0.002,-3.69E-02
0.003,-3.68E-02
0.004,-3.65E-02
0.005,-3.60E-02
0.006,-3.54E-02
0.007,-3.44E-02
0.008,-3.32E-02
0.009,-3.15E-02
0.01,-2.95E-02
0.011,-2.71E-02
0.012,-2.41E-02
0.013,-2.06E-02
0.014,-1.66E-02
0.015,-1.19E-02
0.016,-6.50E-03
0.017,-4.18E-04
0.018,6.42E-03
0.019,1.41E-02
0.02,2.25E-02
0.021,3.19E-02
0.022,4.22E-02
0.023,5.35E-02
0.024,6.59E-02
0.025,7.93E-02
0.026,9.38E-02
0.027,1.09E-01
0.028,1.26E-01
0.029,1.44E-01
0.03,1.64E-01
0.031,1.85E-01
0.032,2.07E-01
0.033,2.30E-01
0.034,2.56E-01
0.035,2.82E-01
0.036,3.10E-01
0.037,3.40E-01
0.038,3.71E-01
0.039,4.05E-01
0.04,4.39E-01
0.041,4.76E-01
0.042,5.15E-01
0.043,5.55E-01
0.044,5.97E-01
0.045,6.41E-01
0.046,6.88E-01
0.047,7.36E-01
0.048,7.86E-01
0.049,8.38E-01
0.05,8.92E-01
0.051,9.47E-01
0.052,1.00E+00
0.053,1.06E+00
0.054,1.12E+00
0.055,1.19E+00
0.056,1.25E+00
0.057,1.32E+00
0.058,1.38E+00
0.059,1.45E+00
0.06,1.52E+00
0.061,1.59E+00
0.062,1.66E+00
0.063,1.74E+00
0.064,1.81E+00
0.065,1.89E+00
0.066,1.96E+00
0.067,2.04E+00
0.068,2.12E+00
0.069,2.20E+00
0.07,2.28E+00
0.071,2.36E+00
0.072,2.45E+00
0.073,2.53E+00
0.074,2.61E+00
0.075,2.70E+00
0.076,2.78E+00
0.077,2.87E+00
0.078,2.96E+00
0.079,3.04E+00
0.08,3.13E+00
0.081,3.22E+00
0.082,3.31E+00
0.083,3.40E+00
0.084,3.49E+00
0.085,3.58E+00
0.086,3.66E+00
0.087,3.75E+00
0.088,3.84E+00
0.089,3.93E+00
0.09,4.02E+00
0.091,4.11E+00
0.092,4.20E+00
0.093,4.29E+00
0.094,4.39E+00
0.095,4.48E+00
0.096,4.57E+00
0.097,4.66E+00
0.098,4.75E+00
0.099,4.84E+00
0.1,4.93E+00
0.101,5.02E+00
0.102,5.11E+00
0.103,5.20E+00
0.104,5.29E+00
0.105,5.38E+00
0.106,5.47E+00
0.107,5.56E+00
0.108,5.65E+00
0.109,5.74E+00
0.11,5.83E+00
0.111,5.92E+00
0.112,6.01E+00
0.113,6.10E+00
0.114,6.19E+00
0.115,6.28E+00
0.116,6.37E+00
0.117,6.46E+00
0.118,6.55E+00
0.119,6.64E+00
0.12,6.73E+00
0.121,6.82E+00
0.122,6.91E+00
0.123,7.00E+00
0.124,7.09E+00
0.125,7.18E+00
0.126,7.27E+00
0.127,7.37E+00
0.128,7.46E+00
0.129,7.55E+00
0.13,7.64E+00
0.131,7.73E+00
0.132,7.82E+00
0.133,7.91E+00
0.134,8.00E+00
0.135,8.09E+00
0.136,8.18E+00
0.137,8.27E+00
0.138,8.36E+00
0.139,8.45E+00
0.14,8.54E+00
0.141,8.63E+00
0.142,8.72E+00
0.143,8.81E+00
0.144,8.90E+00
0.145,8.99E+00
0.146,9.09E+00
0.147,9.18E+00
0.148,9.27E+00
0.149,9.36E+00
0.15,9.45E+00
0.151,9.54E+00
0.152,9.63E+00
0.153,9.72E+00
0.154,9.81E+00
0.155,9.90E+00
0.156,9.99E+00
0.157,1.01E+01
0.158,1.02E+01
0.159,1.03E+01
0.16,1.04E+01
0.161,1.04E+01
0.162,1.05E+01
0.163,1.06E+01
0.164,1.07E+01
0.165,1.08E+01
0.166,1.09E+01
0.167,1.10E+01
0.168,1.11E+01
0.169,1.12E+01
0.17,1.13E+01
0.171,1.14E+01
0.172,1.14E+01
0.173,1.15E+01
0.174,1.16E+01
0.175,1.17E+01
0.176,1.18E+01
0.177,1.19E+01
0.178,1.20E+01
0.179,1.21E+01
0.18,1.22E+01
0.181,1.23E+01
0.182,1.23E+01
0.183,1.24E+01
0.184,1.25E+01
0.185,1.26E+01
0.186,1.27E+01
0.187,1.28E+01
0.188,1.29E+01
0.189,1.30E+01
0.19,1.31E+01
0.191,1.32E+01
0.192,1.33E+01
0.193,1.33E+01
0.194,1.34E+01
0.195,1.35E+01
0.196,1.36E+01
0.197,1.37E+01
0.198,1.38E+01
0.199,1.39E+01
0.2,1.40E+01
0.201,1.41E+01
0.202,1.42E+01
0.203,1.42E+01
0.204,1.43E+01
0.205,1.44E+01
0.206,1.45E+01
0.207,1.46E+01
0.208,1.47E+01
0.209,1.48E+01
0.21,1.49E+01
0.211,1.50E+01
0.212,1.51E+01
0.213,1.52E+01
0.214,1.52E+01
0.215,1.53E+01
0.216,1.54E+01
0.217,1.55E+01
0.218,1.56E+01
0.219,1.57E+01
0.22,1.58E+01
0.221,1.59E+01
0.222,1.60E+01
0.223,1.61E+01
0.224,1.62E+01
0.225,1.62E+01
0.226,1.63E+01
0.227,1.64E+01
0.228,1.65E+01
0.229,1.66E+01
0.23,1.67E+01
0.231,1.68E+01
0.232,1.69E+01
0.233,1.70E+01
0.234,1.71E+01
0.235,1.71E+01
0.236,1.72E+01
0.237,1.73E+01
0.238,1.74E+01
0.239,1.75E+01
0.24,1.76E+01
0.241,1.77E+01
0.242,1.78E+01
0.243,1.79E+01
0.244,1.80E+01
0.245,1.80E+01
0.246,1.81E+01
0.247,1.82E+01
0.248,1.83E+01
0.249,1.84E+01
0.25,1.85E+01
0.251,1.86E+01
0.252,1.87E+01
0.253,1.88E+01
0.254,1.89E+01
0.255,1.90E+01
0.256,1.90E+01
0.257,1.91E+01
0.258,1.92E+01
0.259,1.93E+01
0.26,1.94E+01
0.261,1.95E+01
0.262,1.96E+01
0.263,1.97E+01
0.264,1.98E+01
0.265,1.99E+01
0.266,1.99E+01
0.267,2.00E+01
0.268,2.01E+01
0.269,2.02E+01
0.27,2.03E+01
0.271,2.04E+01
0.272,2.05E+01
0.273,2.06E+01
0.274,2.07E+01
0.275,2.08E+01
0.276,2.08E+01
0.277,2.09E+01
0.278,2.10E+01
0.279,2.11E+01
0.28,2.12E+01
0.281,2.13E+01
0.282,2.14E+01
0.283,2.15E+01
0.284,2.16E+01
0.285,2.17E+01
0.286,2.17E+01
0.287,2.18E+01
0.288,2.19E+01
0.289,2.20E+01
