0,-3.70E-02
0.001,-3.70E-02
0.002,-3.70E-02
0.003,-3.70E-02
0.004,-3.69E-02
0.005,-3.69E-02
0.006,-3.69E-02
0.007,-3.68E-02
0.008,-3.67E-02
0.009,-3.67E-02
0.01,-3.65E-02
0.011,-3.64E-02
0.012,-3.62E-02
0.013,-3.60E-02
0.014,-3.58E-02
0.015,-3.55E-02
0.016,-3.52E-02
0.017,-3.49E-02
0.018,-3.45E-02
0.019,-3.41E-02
0.02,-3.36E-02
0.021,-3.30E-02
0.022,-3.24E-02
0.023,-3.18E-02
0.024,-3.11E-02
0.025,-3.03E-02
0.026,-2.95E-02
0.027,-2.86E-02
0.028,-2.76E-02
0.029,-2.65E-02
0.03,-2.54E-02
0.031,-2.42E-02
0.032,-2.28E-02
0.033,-2.14E-02
0.034,-1.99E-02
0.035,-1.84E-02
0.036,-1.67E-02
0.037,-1.49E-02
0.038,-1.29E-02
0.039,-1.09E-02
0.04,-8.77E-03
0.041,-6.50E-03
0.042,-4.10E-03
0.043,-1.56E-03
0.044,1.11E-03
0.045,3.93E-03
0.046,6.90E-03
0.047,1.00E-02
0.048,1.33E-02
0.049,1.67E-02
0.05,2.03E-02
0.051,2.40E-02
0.052,2.79E-02
0.053,3.19E-02
0.054,3.60E-02
0.055,4.04E-02
0.056,4.48E-02
0.057,4.94E-02
0.058,5.42E-02
0.059,5.91E-02
0.06,6.42E-02
0.061,6.94E-02
0.062,7.48E-02
0.063,8.03E-02
0.064,8.60E-02
0.065,9.18E-02
0.066,9.77E-02
0.067,1.04E-01
0.068,1.10E-01
0.069,1.16E-01
0.07,1.23E-01
0.071,1.30E-01
0.072,1.37E-01
0.073,1.43E-01
0.074,1.51E-01
0.075,1.58E-01
0.076,1.65E-01
0.077,1.73E-01
0.078,1.80E-01
0.079,1.88E-01
0.08,1.96E-01
0.081,2.04E-01
0.082,2.12E-01
0.083,2.20E-01
0.084,2.28E-01
0.085,2.37E-01
0.086,2.45E-01
0.087,2.54E-01
0.088,2.63E-01
0.089,2.72E-01
0.09,2.80E-01
0.091,2.89E-01
0.092,2.98E-01
0.093,3.08E-01
0.094,3.17E-01
0.095,3.26E-01
0.096,3.36E-01
0.097,3.45E-01
0.098,3.55E-01
0.099,3.64E-01
0.1,3.74E-01
0.101,3.84E-01
0.102,3.94E-01
0.103,4.04E-01
0.104,4.14E-01
0.105,4.24E-01
0.106,4.34E-01
0.107,4.44E-01
0.108,4.55E-01
0.109,4.65E-01
0.11,4.76E-01
0.111,4.86E-01
0.112,4.97E-01
0.113,5.08E-01
0.114,5.19E-01
0.115,5.30E-01
0.116,5.41E-01
0.117,5.52E-01
0.118,5.63E-01
0.119,5.75E-01
0.12,5.86E-01
0.121,5.97E-01
0.122,6.09E-01
0.123,6.21E-01
0.124,6.32E-01
0.125,6.44E-01
0.126,6.56E-01
0.127,6.68E-01
0.128,6.80E-01
0.129,6.92E-01
0.13,7.04E-01
0.131,7.16E-01
0.132,7.29E-01
0.133,7.41E-01
0.134,7.54E-01
0.135,7.66E-01
0.136,7.79E-01
0.137,7.92E-01
0.138,8.05E-01
0.139,8.17E-01
0.14,8.30E-01
0.141,8.43E-01
0.142,8.57E-01
0.143,8.70E-01
0.144,8.83E-01
0.145,8.97E-01
0.146,9.10E-01
0.147,9.24E-01
0.148,9.37E-01
0.149,9.51E-01
0.15,9.65E-01
0.151,9.79E-01
0.152,9.93E-01
0.153,1.01E+00
0.154,1.02E+00
0.155,1.03E+00
0.156,1.05E+00
0.157,1.06E+00
0.158,1.08E+00
0.159,1.09E+00
0.16,1.11E+00
0.161,1.12E+00
0.162,1.14E+00
0.163,1.15E+00
0.164,1.17E+00
0.165,1.18E+00
0.166,1.20E+00
0.167,1.21E+00
0.168,1.23E+00
0.169,1.24E+00
0.17,1.26E+00
0.171,1.27E+00
0.172,1.29E+00
0.173,1.30E+00
0.174,1.32E+00
0.175,1.33E+00
0.176,1.35E+00
0.177,1.37E+00
0.178,1.38E+00
0.179,1.40E+00
0.18,1.41E+00
0.181,1.43E+00
0.182,1.45E+00
0.183,1.46E+00
0.184,1.48E+00
0.185,1.50E+00
0.186,1.51E+00
0.187,1.53E+00
0.188,1.55E+00
0.189,1.56E+00
0.19,1.58E+00
0.191,1.60E+00
0.192,1.61E+00
0.193,1.63E+00
0.194,1.65E+00
0.195,1.67E+00
0.196,1.68E+00
0.197,1.70E+00
0.198,1.72E+00
0.199,1.74E+00
0.2,1.75E+00
0.201,1.77E+00
0.202,1.79E+00
0.203,1.81E+00
0.204,1.83E+00
0.205,1.84E+00
0.206,1.86E+00
0.207,1.88E+00
0.208,1.90E+00
0.209,1.92E+00
0.21,1.93E+00
0.211,1.95E+00
0.212,1.97E+00
0.213,1.99E+00
0.214,2.01E+00
0.215,2.03E+00
0.216,2.05E+00
0.217,2.07E+00
0.218,2.08E+00
0.219,2.10E+00
0.22,2.12E+00
0.221,2.14E+00
0.222,2.16E+00
0.223,2.18E+00
0.224,2.20E+00
0.225,2.22E+00
0.226,2.24E+00
0.227,2.26E+00
0.228,2.28E+00
0.229,2.30E+00
0.23,2.32E+00
0.231,2.34E+00
0.232,2.36E+00
0.233,2.38E+00
0.234,2.40E+00
0.235,2.42E+00
0.236,2.44E+00
0.237,2.46E+00
0.238,2.48E+00
0.239,2.50E+00
0.24,2.52E+00
0.241,2.54E+00
0.242,2.56E+00
0.243,2.58E+00
0.244,2.61E+00
0.245,2.63E+00
0.246,2.65E+00
0.247,2.67E+00
0.248,2.69E+00
0.249,2.71E+00
0.25,2.73E+00
0.251,2.75E+00
0.252,2.78E+00
0.253,2.80E+00
0.254,2.82E+00
0.255,2.84E+00
0.256,2.86E+00
0.257,2.88E+00
0.258,2.91E+00
0.259,2.93E+00
0.26,2.95E+00
0.261,2.97E+00
0.262,3.00E+00
0.263,3.02E+00
0.264,3.04E+00
0.265,3.06E+00
0.266,3.08E+00
0.267,3.11E+00
0.268,3.13E+00
0.269,3.15E+00
0.27,3.18E+00
0.271,3.20E+00
0.272,3.22E+00
0.273,3.24E+00
0.274,3.27E+00
0.275,3.29E+00
0.276,3.31E+00
0.277,3.34E+00
0.278,3.36E+00
0.279,3.38E+00
0.28,3.41E+00
0.281,3.43E+00
0.282,3.46E+00
0.283,3.48E+00
0.284,3.50E+00
0.285,3.53E+00
0.286,3.55E+00
0.287,3.58E+00
